wavenumbers,0,1,2,3
866,302.1935121,269.9979415,389.830601,305.1981886
867,298.8635522,266.6407422,386.3897131,301.9441693
868,297.0916924,264.8420664,384.5066786,300.2478057
869,296.7380919,264.4620722,384.0416575,299.9692574
870,297.6221073,265.3201148,384.8140076,300.9278816
871,299.5419624,267.2144167,386.6219535,302.9219024
872,302.2907358,269.938055,389.2585749,305.744399
873,305.668047,273.2906481,392.5234923,309.1949914
874,309.4875488,277.0858474,396.2303595,313.0873328
875,313.5808296,281.1552399,400.2107658,317.2530122
876,317.7985904,285.3495253,404.3154134,321.5427312
877,322.0100131,289.5378841,408.413485,325.825672
878,326.1011418,293.6063591,412.3910258,329.9878793
879,329.9729259,297.4558983,416.1489862,333.930303
880,333.5393658,301.0005008,419.6013676,337.566944
881,336.7260137,304.1657175,422.6737232,340.8233552
882,339.4689258,306.8876031,425.3021103,343.6355932
883,341.7140531,309.1121073,427.4324808,345.9496095
884,343.4169895,310.7948225,429.0204296,347.7209985
885,344.5429665,311.9009791,430.0311894,348.9149924
886,345.0669773,312.4055688,430.4397543,349.506585
887,344.9739228,312.293491,430.2310263,349.4806777
888,344.2586926,311.5596341,429.3998959,348.8321605
889,342.9261163,310.2088262,427.9511938,347.5658637
890,340.9907427,308.2556149,425.8994699,345.6963367
891,338.4764247,305.7238514,423.2685779,343.2474329
892,335.4157045,302.6460768,420.0910614,340.2516952
893,331.8490108,299.0627183,416.4073498,336.7495528
894,327.8236866,295.0211176,412.2647874,332.7883493
895,323.3928793,290.5744205,407.7165225,328.4212328
896,318.6143276,285.7803645,402.8202948,323.7059423
897,313.5490844,280.700001,397.6371584,318.7035317
898,308.2602175,275.3963965,392.2301821,313.4770692
899,302.8115265,269.933349,386.6631664,308.0903549
900,297.2663141,264.3741601,380.9994153,302.6066925
901,291.6862471,258.7804949,375.3005964,297.087749
902,286.1303324,253.211359,369.6257178,291.5925321
903,280.6540337,247.7222148,364.0302444,286.1765063
904,275.3085437,242.3642535,358.5653697,280.8908646
905,270.1402194,237.1838306,353.2774518,275.781965
906,265.1901851,232.222069,348.2076162,270.8909321
907,260.4940971,227.5146238,343.3915201,266.2534231
908,256.0820611,223.091599,338.8592704,261.8995443
909,251.9786868,218.9776031,334.6354778,257.853906
910,248.2032617,215.1919221,330.7394309,254.1357964
911,244.7700222,211.7487909,327.1853672,250.7594526
912,241.6884993,208.6577391,323.9828186,247.7344061
913,238.963915,205.9239874,321.1370085,245.0658798
914,236.5976081,203.5488731,318.6492764,242.7552131
915,234.5874661,201.5302822,316.5175112,240.8002942
916,232.9283463,199.8630707,314.7365711,239.1959811
917,231.6124696,198.5394579,313.2986782,237.9344953
918,230.6297747,197.5493812,312.193772,237.0057762
919,229.968224,196.8808016,311.4098164,236.397787
920,229.6140578,196.5199578,310.9330524,236.0967686
921,229.5519929,196.4515653,310.7481982,236.0874387
922,229.7653718,196.6589652,310.8385972,236.3531403
923,230.2362639,197.1242252,311.1863198,236.8759435
924,230.9455293,197.8282043,311.7722275,237.6367093
925,231.8728543,198.7505871,312.5760074,238.6151246
926,232.9967689,199.8699023,313.5761907,239.7897201
927,234.2946592,201.1635345,314.7501647,241.1378828
928,235.7427859,202.6077431,316.074191,242.635874
929,237.3163201,204.1776975,317.5234419,244.2588656
930,238.9894064,205.847541,319.0720632,245.9810028
931,240.735262,207.5904893,320.6932729,247.7755037
932,242.5263172,209.3789714,322.3595027,249.6147993
933,244.3344022,211.184816,324.0425839,251.4707207
934,246.130981,212.9794855,325.7139813,253.3147324
935,247.8874302,214.7343551,327.3450729,255.1182118
936,249.5753603,216.421034,328.9074701,256.8527703
937,251.1669722,218.0117215,330.3733751,258.4906096
938,252.63544,219.4795902,331.7159629,260.0049043
939,253.95531,220.7991852,332.9097811,261.3702018
940,255.1029046,221.9468273,333.9311531,262.5628251
941,256.0567172,222.9010084,334.7585735,263.5612684
942,256.7977861,223.6427655,335.3730815,264.3465708
943,257.310034,224.1560196,335.7586011,264.9026558
944,257.5805613,224.4278698,335.9022338,265.2166245
945,257.599882,224.4488288,335.7944947,265.2789919
946,257.3620945,224.2129932,335.4294832,265.0838569
947,256.8649779,223.718141,334.8049796,264.6289997
948,256.1100124,222.9657506,333.9224653,263.9159012
949,255.1023192,221.9609421,332.7870625,262.9496834
950,253.8505231,220.7123386,331.4073971,261.7389718
951,252.3665389,219.2318536,329.7953852,260.2956823
952,250.6652901,217.534409,327.9659512,258.6347389
953,248.7643659,215.6375926,325.9366854,256.7737318
954,246.6836277,213.5612644,323.7274505,254.7325231
955,244.4447767,211.3271242,321.3599488,252.532815
956,242.0708949,208.9582523,318.8572633,250.1976903
957,239.5859722,206.4786374,316.2433851,247.7511396
958,237.0144334,203.9127027,313.5427401,245.2175885
959,234.380677,201.2848454,310.779728,242.6214366
960,231.7086384,198.6189992,307.9782851,239.98662
961,229.0213865,195.9382318,305.1614817,237.3362084
962,226.340764,193.2643844,302.3511615,234.6920455
963,223.6870776,190.6177621,299.5676321,232.0744385
964,221.0788422,188.0168785,296.82941,229.5019036
965,218.5325847,185.478259,294.1530229,226.9909683
966,216.0627052,183.0163022,291.552872,224.5560336
967,213.6813966,180.6431997,289.0411515,222.2092934
968,211.3986202,178.3689111,286.6278237,219.9607096
969,209.2221312,176.2011904,284.320645,217.8180384
970,207.1575514,174.1456578,282.1252383,215.7869026
971,205.208481,172.2059122,280.0452049,213.8709031
972,203.3766429,170.3836749,278.0822689,212.0717638
973,201.6620537,168.678961,276.2364479,210.389502
974,200.0632121,167.090268,274.5062418,208.8226175
975,198.5773004,165.6147766,272.888834,207.3682933
976,197.200391,164.2485578,271.3802982,206.0226028
977,195.9276566,162.9867829,269.975808,204.7807196
978,194.7535848,161.8239379,268.6698522,203.6371322
979,193.6722142,160.7540602,267.4564707,202.58588
980,192.6774428,159.771046,266.3295622,201.6208619
981,191.7635366,158.8691603,265.2833943,200.7363449
982,190.9261357,158.0440415,264.3136081,199.92797
983,190.1643762,157.2948242,263.4193406,199.1948741
984,189.4853186,156.6285676,262.6076536,198.5441186
985,188.9127468,156.0690543,261.9023322,197.9994885
986,188.5035101,155.6731318,261.3602267,197.6178338
987,188.3755441,155.5587346,261.0992738,197.5170912
988,188.7516489,155.9486612,261.3422748,197.9200615
989,190.0205669,157.2316526,262.4779734,199.2154882
990,192.81022,160.0356293,265.1342923,202.0312941
991,198.0562063,165.296188,270.246831,207.3030782
992,207.0332858,174.2880872,279.0903504,216.3056013
993,221.3040031,188.57387,293.2273963,230.601409
994,242.5363567,209.8215338,314.3259686,251.8585009
995,272.1623861,239.4631163,343.8181075,281.5089172
996,310.8976536,278.2141786,382.4193767,320.2682214
997,358.2112513,325.5438113,429.5988693,367.6055062
998,411.9037808,379.2526146,483.1571881,421.3213744
999,467.9812818,435.3466268,539.100374,477.4218666
1000,520.9740472,488.3561393,591.9587207,530.4372764
1001,564.7323463,532.1314202,635.5824991,574.2178744
1002,593.5659712,560.98226,664.2815021,603.0734535
1003,603.4444466,570.878182,674.0252555,612.9735392
1004,592.9102766,560.3616889,663.3562647,602.4606368
1005,563.4200316,530.8893498,633.7311012,572.9913175
1006,519.0032299,486.4906815,589.1792844,528.5951006
1007,465.3490587,432.8548698,535.3900025,474.9611742
1008,408.6061316,376.130527,478.5118705,418.2381531
1009,354.2429106,321.7861135,424.0133512,363.8944999
1010,306.2519488,273.8141811,375.8869989,315.9227688
1011,266.8310417,234.412524,336.3306105,276.5207564
1012,236.5092662,204.1102176,305.8732636,246.2175403
1013,214.5689659,182.1896041,283.7973033,224.2954653
1014,199.575713,167.2162544,268.6683027,209.3201046
1015,189.8587946,157.5194541,258.8155501,199.6207461
1016,183.8525977,151.5335889,252.6734335,193.6317778
1017,180.2789151,147.9804501,248.963747,190.0749935
1018,178.1983029,145.9205926,246.7470476,188.0109504
1019,176.9785821,144.7218358,245.3911577,186.8074703
1020,176.2263367,143.9907626,244.5026622,186.0711382
1021,175.7136822,143.4994869,243.8536778,185.5740707
1022,175.3172047,143.1245934,243.3207916,185.1928547
1023,174.9742137,142.8033904,242.8413144,184.8648009
1024,174.6547675,142.5059347,242.3853055,184.5599684
1025,174.3453947,142.2187536,241.9392946,184.2648869
1026,174.0403769,141.9361272,241.4975644,183.9738388
1027,173.7374207,141.655761,241.0578227,183.684532
1028,173.4356564,141.3767837,240.6192008,183.3960975
1029,173.1347712,141.0988812,240.1813871,183.1082237
1030,172.8346581,140.8219452,239.7442757,182.8208045
1031,172.5352821,140.5459392,239.3078327,182.5338058
1032,172.2366317,140.2708506,238.8720477,182.2472173
1033,171.938703,139.996674,238.4369178,181.961036
1034,171.6414943,139.7234062,238.0024426,181.6752611
1035,171.3450044,139.451045,237.5686218,181.3898926
1036,171.0492324,139.1795879,237.1354558,181.1049304
1037,170.7541774,138.9090328,236.7029448,180.8203748
1038,170.4598387,138.6393774,236.2710889,180.5362259
1039,170.1662152,138.3706196,235.8398884,180.2524837
1040,169.8733062,138.1027572,235.4093436,179.9691485
1041,169.5811108,137.8357879,234.9794547,179.6862205
1042,169.2896281,137.5697097,234.5502219,179.4036996
1043,168.9988573,137.3045202,234.1216455,179.1215862
1044,168.7087975,137.0402174,233.6937257,178.8398803
1045,168.4194478,136.776799,233.2664627,178.5585821
1046,168.1308074,136.5142628,232.8398568,178.2776916
1047,167.8428753,136.2526066,232.413908,177.9972092
1048,167.5556508,135.9918283,231.9886167,177.7171347
1049,167.2691328,135.7319255,231.5639831,177.4374685
1050,166.9833206,135.4728963,231.1400073,177.1582106
1051,166.6982131,135.2147382,230.7166895,176.8793611
1052,166.4138096,134.9574492,230.2940299,176.6009202
1053,166.130109,134.701027,229.8720287,176.3228879
1054,165.8471106,134.4454694,229.4506861,176.0452644
1055,165.5648133,134.1907742,229.0300021,175.7680498
1056,165.2832163,133.9369391,228.6099771,175.4912441
1057,165.0023185,133.6839621,228.190611,175.2148475
1058,164.7221192,133.4318408,227.7719042,174.93886
1059,164.4426174,133.180573,227.3538567,174.6632818
1060,164.163812,132.9301566,226.9364686,174.3881128
1061,163.8857023,132.6805893,226.5197401,174.1133533
1062,163.6082872,132.4318688,226.1036713,173.8390033
1063,163.3315658,132.1839931,225.6882624,173.5650629
1064,163.0555371,131.9369597,225.2735134,173.291532
1065,162.7802002,131.6907666,224.8594244,173.0184109
1066,162.505554,131.4454115,224.4459957,172.7456995
1067,162.2315978,131.2008921,224.0332271,172.473398
1068,161.9583304,130.9572063,223.6211189,172.2015063
1069,161.6857509,130.7143518,223.2096712,171.9300245
1070,161.4138583,130.4723264,222.7988839,171.6589527
1071,161.1426517,130.2311278,222.3887572,171.388291
1072,160.87213,129.9907538,221.9792912,171.1180393
1073,160.6022922,129.7512023,221.570486,170.8481977
1074,160.3331375,129.5124709,221.1623414,170.5787663
1075,160.0646646,129.2745574,220.7548578,170.309745
1076,159.7968728,129.0374596,220.348035,170.0411339
1077,159.5297609,128.8011753,219.9418731,169.7729331
1078,159.263328,128.5657021,219.5363722,169.5051425
1079,158.9975729,128.331038,219.1315323,169.2377621
1080,158.7324948,128.0971806,218.7273534,168.9707921
1081,158.4680926,127.8641278,218.3238355,168.7042323
1082,158.2043653,127.6318772,217.9209787,168.4380828
1083,157.9413118,127.4004266,217.5187829,168.1723437
1084,157.6789311,127.1697738,217.1172482,167.9070148
1085,157.4172222,126.9399167,216.7163746,167.6420962
1086,157.1561841,126.7108528,216.3161621,167.377588
1087,156.8958156,126.48258,215.9166106,167.11349
1088,156.6361158,126.2550961,215.5177201,166.8498023
1089,156.3770835,126.0283987,215.1194906,166.5865249
1090,156.1187179,125.8024858,214.7219222,166.3236577
1091,155.8610177,125.577355,214.3250146,166.0612007
1092,155.6039819,125.353004,213.928768,165.7991539
1093,155.3476095,125.1294308,213.5331823,165.5375173
1094,155.0918994,124.9066329,213.1382574,165.2762908
1095,154.8368506,124.6846082,212.7439933,165.0154744
1096,154.5824619,124.4633545,212.3503899,164.755068
1097,154.3287323,124.2428694,211.9574472,164.4950717
1098,154.0756607,124.0231509,211.565165,164.2354853
1099,153.823246,123.8041965,211.1735434,163.9763089
1100,153.5714871,123.5860041,210.7825821,163.7175423
1101,153.320383,123.3685715,210.3922813,163.4591856
1102,153.0699326,123.1518964,210.0026407,163.2012386
1103,152.8201347,122.9359766,209.6136602,162.9437013
1104,152.5709883,122.7208098,209.2253399,162.6865736
1105,152.3224923,122.5063938,208.8376795,162.4298555
1106,152.0746455,122.2927264,208.450679,162.1735469
1107,151.8274469,122.0798054,208.0643382,161.9176477
1108,151.5808953,121.8676284,207.678657,161.6621578
1109,151.3349897,121.6561933,207.2936354,161.4070772
1110,151.0897289,121.4454979,206.9092731,161.1524058
1111,150.8451118,121.2355399,206.5255701,160.8981434
1112,150.6011372,121.026317,206.1425262,160.6442901
1113,150.3578042,120.8178271,205.7601412,160.3908457
1114,150.1151114,120.6100679,205.3784151,160.1378101
1115,149.8730579,120.4030372,204.9973476,159.8851832
1116,149.6316424,120.1967328,204.6169386,159.6329649
1117,149.3908639,119.9911524,204.237188,159.3811551
1118,149.1507212,119.7862939,203.8580955,159.1297537
1119,148.9112131,119.5821549,203.4796611,158.8787606
1120,148.6723386,119.3787333,203.1018844,158.6281756
1121,148.4340964,119.1760268,202.7247654,158.3779987
1122,148.1964855,118.9740333,202.3483039,158.1282298
1123,147.9595046,118.7727505,201.9724997,157.8788686
1124,147.7231526,118.5721761,201.5973525,157.6299152
1125,147.4874285,118.3723081,201.2228622,157.3813693
1126,147.2523309,118.1731441,200.8490286,157.1332308
1127,147.0178588,117.9746819,200.4758514,156.8854996
1128,146.784011,117.7769194,200.1033304,156.6381755
1129,146.5507863,117.5798543,199.7314655,156.3912585
1130,146.3181836,117.3834843,199.3602564,156.1447483
1131,146.0862017,117.1878074,198.9897029,155.8986448
1132,145.8548394,116.9928213,198.6198047,155.6529479
1133,145.6240955,116.7985238,198.2505616,155.4076574
1134,145.393969,116.6049126,197.8819734,155.1627732
1135,145.1644585,116.4119856,197.5140398,154.918295
1136,144.9355629,116.2197406,197.1467605,154.6742228
1137,144.7072811,116.0281754,196.7801354,154.4305564
1138,144.4796118,115.8372878,196.4141641,154.1872955
1139,144.2525539,115.6470755,196.0488464,153.9444401
1140,144.0261061,115.4575364,195.684182,153.70199
1141,143.8002674,115.2686683,195.3201707,153.4599449
1142,143.5750364,115.0804691,194.9568121,153.2183047
1143,143.350412,114.8929364,194.594106,152.9770693
1144,143.1263931,114.7060682,194.2320521,152.7362384
1145,142.9029783,114.5198622,193.8706501,152.4958119
1146,142.6801665,114.3343163,193.5098997,152.2557895
1147,142.4579566,114.1494283,193.1498006,152.0161711
1148,142.2363472,113.9651959,192.7903526,151.7769564
1149,142.0153373,113.7816171,192.4315552,151.5381454
1150,141.7949255,113.5986896,192.0734082,151.2997377
1151,141.5751107,113.4164113,191.7159113,151.0617331
1152,141.3558916,113.2347801,191.3590641,150.8241316
1153,141.1372671,113.0537936,191.0028664,150.5869328
1154,140.919236,112.8734498,190.6473177,150.3501365
1155,140.7017969,112.6937465,190.2924178,150.1137426
1156,140.4849488,112.5146816,189.9381663,149.8777507
1157,140.2686904,112.3362528,189.5845629,149.6421608
1158,140.0530204,112.1584581,189.2316072,149.4069725
1159,139.8379376,111.9812952,188.8792989,149.1721857
1160,139.6234409,111.804762,188.5276376,148.9378001
1161,139.409529,111.6288564,188.176623,148.7038155
1162,139.1962006,111.4535762,187.8262547,148.4702316
1163,138.9834545,111.2789193,187.4765323,148.2370483
1164,138.7712896,111.1048835,187.1274555,148.0042652
1165,138.5597045,110.9314667,186.7790239,147.7718821
1166,138.3486981,110.7586667,186.4312371,147.5398989
1167,138.1382691,110.5864814,186.0840947,147.3083152
1168,137.9284162,110.4149087,185.7375963,147.0771308
1169,137.7191383,110.2439465,185.3917416,146.8463454
1170,137.510434,110.0735925,185.0465302,146.6159589
1171,137.3023022,109.9038447,184.7019615,146.3859708
1172,137.0947416,109.734701,184.3580354,146.1563811
1173,136.887751,109.5661593,184.0147513,145.9271894
1174,136.6813291,109.3982173,183.6721088,145.6983954
1175,136.4754747,109.2308731,183.3301075,145.4699989
1176,136.2701865,109.0641245,182.988747,145.2419996
1177,136.0654633,108.8979693,182.6480269,145.0143973
1178,135.8613038,108.7324055,182.3079467,144.7871916
1179,135.6577069,108.567431,181.968506,144.5603824
1180,135.4546711,108.4030437,181.6297045,144.3339692
1181,135.2521954,108.2392414,181.2915415,144.1079519
1182,135.0502783,108.0760221,180.9540168,143.8823302
1183,134.8489188,107.9133837,180.6171298,143.6571037
1184,134.6481155,107.7513241,180.2808801,143.4322722
1185,134.4478671,107.5898412,179.9452672,143.2078354
1186,134.2481724,107.4289329,179.6102908,142.983793
1187,134.0490302,107.2685972,179.2759503,142.7601446
1188,133.8504392,107.1088319,178.9422452,142.5368901
1189,133.6523981,106.949635,178.6091752,142.3140291
1190,133.4549057,106.7910044,178.2767396,142.0915613
1191,133.2579607,106.6329381,177.9449381,141.8694864
1192,133.0615619,106.4754339,177.6137702,141.6478041
1193,132.8657079,106.3184898,177.2832354,141.426514
1194,132.6703976,106.1621039,176.9533332,141.2056159
1195,132.4756296,106.0062739,176.624063,140.9851095
1196,132.2814027,105.8509978,176.2954245,140.7649944
1197,132.0877156,105.6962737,175.9674171,140.5452703
1198,131.8945671,105.5420994,175.6400404,140.325937
1199,131.7019559,105.3884728,175.3132937,140.106994
1200,131.5098807,105.2353921,174.9871767,139.888441
1201,131.3183403,105.0828551,174.6616887,139.6702778
1202,131.1273333,104.9308598,174.3368293,139.452504
1203,130.9368586,104.7794041,174.012598,139.2351192
1204,130.7469147,104.6284861,173.6889942,139.0181231
1205,130.5575006,104.4781037,173.3660175,138.8015155
1206,130.3686149,104.3282549,173.0436672,138.5852959
1207,130.1802563,104.1789376,172.7219429,138.369464
1208,129.9924236,104.0301499,172.400844,138.1540194
1209,129.8051154,103.8818898,172.0803699,137.9389619
1210,129.6183306,103.7341552,171.7605203,137.7242911
1211,129.4320678,103.5869441,171.4412944,137.5100066
1212,129.2463257,103.4402546,171.1226917,137.2961081
1213,129.0611032,103.2940847,170.8047118,137.0825953
1214,128.8763989,103.1484323,170.487354,136.8694677
1215,128.6922116,103.0032955,170.1706179,136.6567251
1216,128.5085399,102.8586723,169.8545028,136.444367
1217,128.3253828,102.7145608,169.5390082,136.2323932
1218,128.1427388,102.5709589,169.2241335,136.0208034
1219,127.9606067,102.4278648,168.9098783,135.8095971
1220,127.7789854,102.2852766,168.596242,135.598774
1221,127.5978735,102.1431922,168.2832241,135.3883339
1222,127.4172699,102.0016099,167.970824,135.1782764
1223,127.2371735,101.8605277,167.6590413,134.9686013
1224,127.0575831,101.7199439,167.3478756,134.7593084
1225,126.8784975,101.5798567,167.0373264,134.5503974
1226,126.6999159,101.4402645,166.7273935,134.3418683
1227,126.5218372,101.3011655,166.4180766,134.133721
1228,126.3442607,101.1625584,166.1093755,133.9259556
1229,126.1671857,101.0244419,165.8012902,133.7185723
1230,125.9906116,100.8868146,165.493821,133.5115716
1231,125.8145384,100.7496759,165.1869683,133.304954
1232,125.638966,100.6130252,164.8807328,133.0987207
1233,125.463895,100.4768623,164.5751158,132.8928729
1234,125.2893264,100.3411876,164.2701189,132.6874127
1235,125.1152621,100.2060022,163.9657446,132.4823426
1236,124.9417045,100.0713082,163.6619961,132.2776661
1237,124.7686574,99.9371085,163.3588777,132.0733879
1238,124.5961259,99.80340771,163.0563953,131.8695138
1239,124.4241169,99.67021202,162.7545562,131.6660517
1240,124.2526394,99.53752989,162.4533704,131.4630114
1241,124.0817053,99.40537251,162.1528501,131.2604057
1242,123.9113297,99.2737545,161.8530112,131.0582507
1243,123.7415322,99.14269471,161.553874,130.8565666
1244,123.5723373,99.01221723,161.2554635,130.655379
1245,123.4037763,98.88235255,160.9578117,130.4547199
1246,123.2358881,98.75313904,160.660958,130.2546292
1247,123.0687211,98.62462462,160.3649517,130.0551561
1248,122.9023356,98.49686883,160.0698534,129.8563616
1249,122.7368056,98.36994524,159.7757379,129.6583209
1250,122.5722222,98.24394432,159.4826969,129.4611257
1251,122.4086968,98.11897675,159.1908423,129.2648881
1252,122.2463645,97.99517732,158.90031,129.0697445
1253,122.0853896,97.8727095,158.6112647,128.8758597
1254,121.9259697,97.7517706,158.3239048,128.6834323
1255,121.7683428,97.63259776,158.0384687,128.492701
1256,121.6127931,97.51547484,157.7552413,128.3039509
1257,121.4596595,97.40074005,157.474562,128.1175218
1258,121.3093438,97.28879475,157.1968334,127.9338163
1259,121.1623208,97.18011316,156.9225307,127.7533101
1260,121.019149,97.07525321,156.652213,127.5765624
1261,120.8804825,96.97486845,156.3865351,127.4042282
1262,120.7470842,96.87972118,156.1262602,127.2370711
1263,120.6198396,96.7906966,155.8722748,127.0759777
1264,120.4997729,96.70881811,155.6256032,126.9219728
1265,120.3880623,96.63526358,155.3874246,126.7762355
1266,120.2860579,96.5713825,155.1590894,126.6401167
1267,120.1952992,96.51871385,154.9421377,126.5151567
1268,120.1175336,96.4790045,154.7383175,126.4031038
1269,120.0547348,96.45422777,154.5496031,126.3059324
1270,120.0091218,96.44660195,154.3782139,126.2258624
1271,119.9831762,96.45860825,154.2266321,126.1653761
1272,119.9796596,96.49300776,154.09762,126.127236
1273,120.0016289,96.55285691,153.9942349,126.1144998
1274,120.0524496,96.64152072,153.9198429,126.1305338
1275,120.1358065,96.76268335,153.8781292,126.1790235
1276,120.2557101,96.92035495,153.873105,126.2639803
1277,120.4164996,97.11887431,153.90911,126.3897442
1278,120.6228406,97.3629063,153.9908103,126.5609815
1279,120.8797158,97.65743342,154.1231891,126.7826759
1280,121.1924106,98.0077404,154.3115324,127.0601133
1281,121.5664895,98.41939142,154.5614051,127.3988592
1282,122.0077654,98.89819872,154.8786207,127.8047272
1283,122.5222586,99.45018235,155.2692,128.2837384
1284,123.1161476,100.0815202,155.739322,128.842072
1285,123.7957085,100.798488,156.2952633,129.486005
1286,124.567245,101.607389,156.9433282,130.2218419
1287,125.4370077,102.5144733,157.6897676,131.0558339
1288,126.4111029,103.5258468,158.5406885,131.9940882
1289,127.4953923,104.6473708,159.501953,133.0424673
1290,128.6953831,105.884552,160.5790688,134.2064791
1291,130.0161103,107.2424249,161.7770714,135.4911593
1292,131.4620123,108.7254275,163.1003996,136.9009471
1293,133.0368016,110.337272,164.5527666,138.4395559
1294,134.7433326,112.0808122,166.1370269,140.1098406
1295,136.583468,113.9579106,167.8550441,141.9136649
1296,138.5579483,115.969307,169.7075589,143.8517699
1297,140.6662646,118.1144924,171.6940631,145.9236476
1298,142.9065401,120.3915894,173.8126801,148.1274218
1299,145.2754216,122.7972443,176.0600573,150.4597401
1300,147.7679852,125.326533,178.4312713,152.9156794
1301,150.3776593,127.9728835,180.9197509,155.4886687
1302,153.0961675,130.7280188,183.5172201,158.1704324
1303,155.9134942,133.5819231,186.2136639,160.9509557
1304,158.8178764,136.5228329,188.9973196,163.8184763
1305,161.7958229,139.5372567,191.8546966,166.7595038
1306,164.8321635,142.6100238,194.770625,169.7588685
1307,167.9101279,145.7243637,197.7283349,172.7998011
1308,171.0114573,148.862017,200.7095682,175.8640434
1309,174.1165465,152.0033783,203.6947199,178.9319909
1310,177.2046167,155.1276683,206.6630117,181.9828655
1311,180.2539171,158.213136,209.5926932,184.9949172
1312,183.2419537,161.2372869,212.4612709,187.9456527
1313,186.1457413,164.1771355,215.2457599,190.8120875
1314,188.9420759,167.0094774,217.9229568,193.5710183
1315,191.6078228,169.7111776,220.4697272,196.1993111
1316,194.1202153,172.2594689,222.8633047,198.6741999
1317,196.4571595,174.6322573,225.0815961,200.9735915
1318,198.5975388,176.8084256,227.1034849,203.0763701
1319,200.5215122,178.7681327,228.9091308,204.9626953
1320,202.2108019,180.4931004,230.4802562,206.6142901
1321,203.6489622,181.9668824,231.8004157,208.0147093
1322,204.8216259,183.1751115,232.8552427,209.1495865
1323,205.7167226,184.1057168,233.6326673,210.0068521
1324,206.3246641,184.7491098,234.1231013,210.5769184
1325,206.6384925,185.0983324,234.3195876,210.8528283
1326,206.6539889,185.1491653,234.2179075,210.8303636
1327,206.3697396,184.9001943,233.8166475,210.5081111
1328,205.7871575,184.3528323,233.1172212,209.8874847
1329,204.9104611,183.5112972,232.1238473,208.9727032
1330,203.7466073,182.3825459,230.8434831,207.7707245
1331,202.3051839,180.9761656,229.2857167,206.2911369
1332,200.5982606,179.3042258,227.4626183,204.5460108
1333,198.6402039,177.3810929,225.3885548,202.5497134
1334,196.4474592,175.2232116,223.0799716,200.3186906
1335,194.0383037,172.8488593,220.5551468,197.8712205
1336,191.4325781,170.277876,217.833921,195.2271443
1337,188.6513987,167.5313779,214.9374111,192.407579
1338,185.7168592,164.6314584,211.887711,189.434619
1339,182.6517261,161.6008837,208.7075877,186.3310314
1340,179.4791342,158.4627883,205.4201762,183.1199517
1341,176.2222876,155.240376,202.048681,179.8245845
1342,172.9041718,151.9566321,198.6160879,176.4679161
1343,169.5472812,148.6340508,195.1448918,173.0724415
1344,166.1733671,145.294383,191.6568441,169.6599127
1345,162.8032091,141.9584081,188.1727248,166.2511098
1346,159.4564134,138.645732,184.7121405,162.8656397
1347,156.15124,135.3746144,181.2933514,159.521763
1348,152.9044602,132.1618266,177.9331294,156.2362518
1349,149.7312462,129.0225402,174.6466467,153.0242787
1350,146.645091,125.9702482,171.4473967,149.8993374
1351,143.6577597,123.0167154,168.3471449,146.8731937
1352,140.7792704,120.1719595,165.3559095,143.9558662
1353,138.0179022,117.4442596,162.4819702,141.1556348
1354,135.3802302,114.8401903,159.7319021,138.4790749
1355,132.8711816,112.364679,157.110633,135.9311148
1356,130.494114,110.0210825,154.6215206,133.5151122
1357,128.2509088,107.8112824,152.2664466,131.2329493
1358,126.1420801,105.7357925,150.0459255,129.085141
1359,124.1668938,103.7938782,147.9592234,127.0709535
1360,122.3234938,101.9836835,146.0044845,125.1885315
1361,120.6090339,100.3023619,144.1788629,123.4350294
1362,119.0198108,98.74620993,142.4786556,121.8067444
1363,117.5513971,97.31079979,140.8994354,120.2992497
1364,116.1987704,95.99110906,139.4361802,118.9075236
1365,114.9564388,94.78164552,138.0833984,117.6260746
1366,113.8185587,93.67656541,136.8352467,116.4490598
1367,112.7790455,92.66978393,135.6856407,115.3703953
1368,111.8316752,91.75507681,134.6283566,114.3838574
1369,110.9701762,90.92617243,133.6571233,113.4831754
1370,110.1883121,90.176834,132.7657044,112.6621132
1371,109.4799532,89.50093178,131.9479706,111.9145418
1372,108.8391394,88.8925054,131.197962,111.2345017
1373,108.2601327,88.34581672,130.5099409,110.6162555
1374,107.7374614,87.85539375,129.8784357,110.0543319
1375,107.2659554,87.41606635,129.2982767,109.5435615
1376,106.8407749,87.02299455,128.7646244,109.0791051
1377,106.4574324,86.67169049,128.2729913,108.6564756
1378,106.1118086,86.35803488,127.8192585,108.2715544
1379,105.8001652,86.0782892,127.3996879,107.9206037
1380,105.5191536,85.82910467,127.0109311,107.6002755
1381,105.2658218,85.60752905,126.6500363,107.3076182
1382,105.0376199,85.41101247,126.314454,107.0400827
1383,104.8324067,85.23741333,126.002043,106.795528
1384,104.6484558,85.08500525,125.7110772,106.5722286
1385,104.4844653,84.95248615,125.440255,106.368883
1386,104.3395697,84.83899027,125.188711,106.1846261
1387,104.2133554,84.74410407,124.9560319,106.0190451
1388,104.1058819,84.6678867,124.7422774,105.8721998
1389,104.0177068,84.61089559,124.5480051,105.7446484
1390,103.9499172,84.57421788,124.3743025,105.6374786
1391,103.9041675,84.55950777,124.2228243,105.5523453
1392,103.8827227,84.5690301,124.0958355,105.491514
1393,103.8885083,84.60571019,123.9962619,105.4579108
1394,103.9251659,84.67318955,123.9277452,105.4551776
1395,103.9971144,84.77588692,123.8947045,105.487734
